site_id,region,CELL_ID,cell_type
1253,Greater Accra Region,232-12535,2.00
1253,Greater Accra Region,232-12536,2.00
1261,Greater Accra Region,232-12614,2.00
1261,Greater Accra Region,232-12615,2.00
1263,Greater Accra Region,232-12631,2.00
1263,Greater Accra Region,232-12632,2.00
1263,Greater Accra Region,232-12633,2.00
142,Greater Accra Region,232-1421,2.00
142,Greater Accra Region,232-1422,2.00
142,Greater Accra Region,232-1423,2.00
143,Greater Accra Region,232-1431,2.00
143,Greater Accra Region,232-1432,2.00
143,Greater Accra Region,232-1433,2.00
146,Greater Accra Region,232-1461,2.00
146,Greater Accra Region,232-1462,2.00
146,Greater Accra Region,232-1463,2.00
146,Greater Accra Region,232-1464,2.00
146,Greater Accra Region,232-1465,2.00
146,Greater Accra Region,232-1466,2.00
147,Greater Accra Region,232-1471,2.00
147,Greater Accra Region,232-1472,2.00
147,Greater Accra Region,232-1473,2.00
148,Greater Accra Region,232-1481,2.00
148,Greater Accra Region,232-1482,2.00
148,Greater Accra Region,232-1483,2.00
148,Greater Accra Region,232-1484,2.00
148,Greater Accra Region,232-1485,2.00
148,Greater Accra Region,232-1486,2.00
151,Greater Accra Region,232-1511,2.00
151,Greater Accra Region,232-1512,2.00
151,Greater Accra Region,232-1513,2.00
153,Greater Accra Region,232-1531,2.00
153,Greater Accra Region,232-1532,2.00
153,Greater Accra Region,232-1533,2.00
154,Greater Accra Region,232-1541,2.00
154,Greater Accra Region,232-1542,2.00
154,Greater Accra Region,232-1543,2.00
157,Greater Accra Region,232-1571,2.00
157,Greater Accra Region,232-1572,2.00
157,Greater Accra Region,232-1573,2.00
164,Greater Accra Region,232-1641,2.00
164,Greater Accra Region,232-1642,2.00
164,Greater Accra Region,232-1643,2.00
164,Greater Accra Region,232-1644,2.00
164,Greater Accra Region,232-1645,2.00
164,Greater Accra Region,232-1646,2.00
200,Greater Accra Region,232-2001,2.00
200,Greater Accra Region,232-2002,2.00
200,Greater Accra Region,232-2003,2.00
200,Greater Accra Region,232-2004,2.00
200,Greater Accra Region,232-2005,2.00
200,Greater Accra Region,232-2006,2.00
205,Greater Accra Region,232-2051,2.00
205,Greater Accra Region,232-2052,2.00
205,Greater Accra Region,232-2053,2.00
207,Greater Accra Region,232-2071,2.00
207,Greater Accra Region,232-2072,2.00
207,Greater Accra Region,232-2073,2.00
207,Greater Accra Region,232-2074,2.00
207,Greater Accra Region,232-2075,2.00
207,Greater Accra Region,232-2076,2.00
2123,Greater Accra Region,232-21231,2.00
2123,Greater Accra Region,232-21232,2.00
2123,Greater Accra Region,232-21233,2.00
2123,Greater Accra Region,232-21234,2.00
2123,Greater Accra Region,232-21235,2.00
2123,Greater Accra Region,232-21236,2.00
2125,Greater Accra Region,232-21251,2.00
2125,Greater Accra Region,232-21252,2.00
2125,Greater Accra Region,232-21253,2.00
2125,Greater Accra Region,232-21254,2.00
2125,Greater Accra Region,232-21255,2.00
2125,Greater Accra Region,232-21256,2.00
2135,Greater Accra Region,232-21351,2.00
2135,Greater Accra Region,232-21352,2.00
2135,Greater Accra Region,232-21353,2.00
2135,Greater Accra Region,232-21354,2.00
2135,Greater Accra Region,232-21355,2.00
2135,Greater Accra Region,232-21356,2.00
227,Greater Accra Region,232-2271,2.00
227,Greater Accra Region,232-2272,2.00
227,Greater Accra Region,232-2273,2.00
227,Greater Accra Region,232-2274,2.00
227,Greater Accra Region,232-2275,2.00
227,Greater Accra Region,232-2276,2.00
234,Greater Accra Region,232-2341,2.00
234,Greater Accra Region,232-2342,2.00
234,Greater Accra Region,232-2343,2.00
234,Greater Accra Region,232-2344,2.00
234,Greater Accra Region,232-2345,2.00
234,Greater Accra Region,232-2346,2.00
266,Greater Accra Region,232-2661,2.00
266,Greater Accra Region,232-2662,2.00
266,Greater Accra Region,232-2663,2.00
266,Greater Accra Region,232-2664,2.00
266,Greater Accra Region,232-2665,2.00
266,Greater Accra Region,232-2666,2.00
274,Greater Accra Region,232-2741,2.00
274,Greater Accra Region,232-2742,2.00
274,Greater Accra Region,232-2743,2.00
274,Greater Accra Region,232-2744,2.00
274,Greater Accra Region,232-2745,2.00
274,Greater Accra Region,232-2746,2.00
282,Greater Accra Region,232-2824,2.00
282,Greater Accra Region,232-2825,2.00
282,Greater Accra Region,232-2826,2.00
285,Greater Accra Region,232-2851,2.00
285,Greater Accra Region,232-2852,2.00
285,Greater Accra Region,232-2853,2.00
285,Greater Accra Region,232-2854,2.00
285,Greater Accra Region,232-2855,2.00
285,Greater Accra Region,232-2856,2.00
299,Greater Accra Region,232-2991,2.00
299,Greater Accra Region,232-2992,2.00
299,Greater Accra Region,232-2993,2.00
299,Greater Accra Region,232-2994,2.00
299,Greater Accra Region,232-2995,2.00
299,Greater Accra Region,232-2996,2.00
4100,Greater Accra Region,232-41001,2.00
4100,Greater Accra Region,232-41002,2.00
4100,Greater Accra Region,232-41004,2.00
4100,Greater Accra Region,232-41005,2.00
4100,Greater Accra Region,232-41006,2.00
4103,Greater Accra Region,232-41034,2.00
4108,Greater Accra Region,232-41084,2.00
4116,Greater Accra Region,232-41164,2.00
6112,Greater Accra Region,232-61121,2.00
6112,Greater Accra Region,232-61122,2.00
6112,Greater Accra Region,232-61123,2.00
1108,Greater Accra Region,234-11081,2.00
1108,Greater Accra Region,234-11082,2.00
1108,Greater Accra Region,234-11083,2.00
1133,Greater Accra Region,234-11331,2.00
1133,Greater Accra Region,234-11332,2.00
1133,Greater Accra Region,234-11333,2.00
1133,Greater Accra Region,234-11334,2.00
1133,Greater Accra Region,234-11335,2.00
1133,Greater Accra Region,234-11336,2.00
1151,Greater Accra Region,234-11511,2.00
1151,Greater Accra Region,234-11512,2.00
1151,Greater Accra Region,234-11513,2.00
1152,Greater Accra Region,234-11521,2.00
1152,Greater Accra Region,234-11522,2.00
1152,Greater Accra Region,234-11523,2.00
1152,Greater Accra Region,234-11524,2.00
1152,Greater Accra Region,234-11525,2.00
1152,Greater Accra Region,234-11526,2.00
1155,Greater Accra Region,234-11551,2.00
1155,Greater Accra Region,234-11552,2.00
1155,Greater Accra Region,234-11553,2.00
1155,Greater Accra Region,234-11554,2.00
1155,Greater Accra Region,234-11555,2.00
1155,Greater Accra Region,234-11556,2.00
1172,Greater Accra Region,234-11721,2.00
1172,Greater Accra Region,234-11722,2.00
1172,Greater Accra Region,234-11723,2.00
1172,Greater Accra Region,234-11724,2.00
1172,Greater Accra Region,234-11725,2.00
1172,Greater Accra Region,234-11726,2.00
1190,Greater Accra Region,234-11904,2.00
1190,Greater Accra Region,234-11905,2.00
1218,Greater Accra Region,234-12181,2.00
1218,Greater Accra Region,234-12182,2.00
1218,Greater Accra Region,234-12183,2.00
1218,Greater Accra Region,234-12184,2.00
1218,Greater Accra Region,234-12185,2.00
1218,Greater Accra Region,234-12186,2.00
1219,Greater Accra Region,234-12191,2.00
1219,Greater Accra Region,234-12192,2.00
1219,Greater Accra Region,234-12193,2.00
1219,Greater Accra Region,234-12194,2.00
1219,Greater Accra Region,234-12195,2.00
1219,Greater Accra Region,234-12196,2.00
1227,Greater Accra Region,234-12271,2.00
1227,Greater Accra Region,234-12272,2.00
1227,Greater Accra Region,234-12273,2.00
1227,Greater Accra Region,234-12274,2.00
1227,Greater Accra Region,234-12275,2.00
1227,Greater Accra Region,234-12276,2.00
1230,Greater Accra Region,234-12301,2.00
1230,Greater Accra Region,234-12302,2.00
1230,Greater Accra Region,234-12303,2.00
1230,Greater Accra Region,234-12304,2.00
1230,Greater Accra Region,234-12305,2.00
1230,Greater Accra Region,234-12306,2.00
1258,Greater Accra Region,234-12581,2.00
1258,Greater Accra Region,234-12582,2.00
1258,Greater Accra Region,234-12583,2.00
1258,Greater Accra Region,234-12584,2.00
1258,Greater Accra Region,234-12585,2.00
1258,Greater Accra Region,234-12586,2.00
1279,Greater Accra Region,234-12791,2.00
1279,Greater Accra Region,234-12792,2.00
1279,Greater Accra Region,234-12793,2.00
1279,Greater Accra Region,234-12794,2.00
1279,Greater Accra Region,234-12795,2.00
1279,Greater Accra Region,234-12796,2.00
129,Greater Accra Region,234-1291,2.00
129,Greater Accra Region,234-1292,2.00
129,Greater Accra Region,234-1293,2.00
132,Greater Accra Region,234-1321,2.00
132,Greater Accra Region,234-1322,2.00
132,Greater Accra Region,234-1323,2.00
152,Greater Accra Region,234-1521,2.00
152,Greater Accra Region,234-1522,2.00
152,Greater Accra Region,234-1523,2.00
189,Greater Accra Region,234-1891,2.00
189,Greater Accra Region,234-1892,2.00
189,Greater Accra Region,234-1893,2.00
2103,Greater Accra Region,234-21031,2.00
2103,Greater Accra Region,234-21032,2.00
2103,Greater Accra Region,234-21033,2.00
2103,Greater Accra Region,234-21034,2.00
2103,Greater Accra Region,234-21035,2.00
2103,Greater Accra Region,234-21036,2.00
2140,Greater Accra Region,234-21401,2.00
2140,Greater Accra Region,234-21402,2.00
2140,Greater Accra Region,234-21403,2.00
2140,Greater Accra Region,234-21404,2.00
2140,Greater Accra Region,234-21405,2.00
2140,Greater Accra Region,234-21406,2.00
2210,Greater Accra Region,234-22104,2.00
243,Greater Accra Region,234-2431,2.00
243,Greater Accra Region,234-2432,2.00
243,Greater Accra Region,234-2433,2.00
244,Greater Accra Region,234-2441,2.00
244,Greater Accra Region,234-2442,2.00
244,Greater Accra Region,234-2443,2.00
246,Greater Accra Region,234-2461,2.00
246,Greater Accra Region,234-2462,2.00
246,Greater Accra Region,234-2463,2.00
250,Greater Accra Region,234-2501,2.00
250,Greater Accra Region,234-2502,2.00
250,Greater Accra Region,234-2503,2.00
288,Greater Accra Region,234-2881,2.00
288,Greater Accra Region,234-2882,2.00
288,Greater Accra Region,234-2883,2.00
4130,Greater Accra Region,234-41304,2.00
1763,Western Region,25-17631,2.00
1763,Western Region,25-17632,2.00
1763,Western Region,25-17633,2.00
1763,Western Region,25-17634,2.00
1763,Western Region,25-17635,2.00
1763,Western Region,25-17636,2.00
1772,Western Region,25-17721,2.00
1772,Western Region,25-17722,2.00
1772,Western Region,25-17723,2.00
1772,Western Region,25-17724,2.00
1772,Western Region,25-17725,2.00
1772,Western Region,25-17726,2.00
2718,Western Region,25-27181,2.00
2718,Western Region,25-27182,2.00
2718,Western Region,25-27183,2.00
2718,Western Region,25-27185,2.00
2720,Western Region,25-27201,2.00
2720,Western Region,25-27202,2.00
2720,Western Region,25-27203,2.00
2720,Western Region,25-27204,2.00
2720,Western Region,25-27205,2.00
2720,Western Region,25-27206,2.00
2721,Western Region,25-27211,2.00
2721,Western Region,25-27212,2.00
2721,Western Region,25-27213,2.00
2729,Western Region,25-27291,2.00
2729,Western Region,25-27292,2.00
2729,Western Region,25-27293,2.00
2740,Western Region,25-27401,2.00
2740,Western Region,25-27402,2.00
2740,Western Region,25-27403,2.00
2740,Western Region,25-27404,2.00
2740,Western Region,25-27405,2.00
2740,Western Region,25-27406,2.00
2744,Western Region,25-27441,2.00
2744,Western Region,25-27442,2.00
2744,Western Region,25-27443,2.00
2759,Western Region,25-27591,2.00
2759,Western Region,25-27592,2.00
2759,Western Region,25-27593,2.00
2765,Western Region,25-27651,2.00
2765,Western Region,25-27652,2.00
2765,Western Region,25-27653,2.00
2825,Western Region,25-28251,2.00
2825,Western Region,25-28252,2.00
2825,Western Region,25-28253,2.00
2826,Western Region,25-28261,2.00
2826,Western Region,25-28262,2.00
2826,Western Region,25-28263,2.00
2828,Western Region,25-28281,2.00
2828,Western Region,25-28282,2.00
2828,Western Region,25-28283,2.00
2828,Western Region,25-28284,2.00
2828,Western Region,25-28285,2.00
2828,Western Region,25-28286,2.00
2839,Western Region,25-28391,2.00
2839,Western Region,25-28392,2.00
2839,Western Region,25-28393,2.00
2850,Western Region,25-28501,2.00
2850,Western Region,25-28502,2.00
2850,Western Region,25-28503,2.00
2850,Western Region,25-28504,2.00
2850,Western Region,25-28505,2.00
2850,Western Region,25-28506,2.00
2864,Western Region,25-28641,2.00
2864,Western Region,25-28642,2.00
2864,Western Region,25-28643,2.00
2864,Western Region,25-28644,2.00
2864,Western Region,25-28645,2.00
2864,Western Region,25-28646,2.00
3849,Western Region,25-38491,2.00
3849,Western Region,25-38492,2.00
3849,Western Region,25-38493,2.00
3849,Western Region,25-38494,2.00
3849,Western Region,25-38495,2.00
3849,Western Region,25-38496,2.00
3850,Western Region,25-38501,2.00
3850,Western Region,25-38502,2.00
3850,Western Region,25-38503,2.00
3850,Western Region,25-38504,2.00
3850,Western Region,25-38505,2.00
3850,Western Region,25-38506,2.00
3851,Western Region,25-38511,2.00
3851,Western Region,25-38512,2.00
3851,Western Region,25-38513,2.00
3851,Western Region,25-38514,2.00
3851,Western Region,25-38515,2.00
3851,Western Region,25-38516,2.00
3882,Western Region,25-38821,2.00
3882,Western Region,25-38822,2.00
3882,Western Region,25-38823,2.00
3882,Western Region,25-38824,2.00
3882,Western Region,25-38825,2.00
3882,Western Region,25-38826,2.00
3896,Western Region,25-38961,2.00
3896,Western Region,25-38962,2.00
3896,Western Region,25-38963,2.00
3898,Western Region,25-38981,2.00
3898,Western Region,25-38982,2.00
3898,Western Region,25-38983,2.00
3899,Western Region,25-38991,2.00
3899,Western Region,25-38992,2.00
3899,Western Region,25-38993,2.00
3899,Western Region,25-38994,2.00
3899,Western Region,25-38995,2.00
3899,Western Region,25-38996,2.00
4703,Western Region,25-47031,2.00
4703,Western Region,25-47032,2.00
4703,Western Region,25-47033,2.00
4831,Western Region,25-48311,2.00
4831,Western Region,25-48312,2.00
4831,Western Region,25-48313,2.00
4831,Western Region,25-48314,2.00
4831,Western Region,25-48315,2.00
4831,Western Region,25-48316,2.00
4953,Western Region,25-49531,2.00
4953,Western Region,25-49532,2.00
4953,Western Region,25-49533,2.00
4989,Western Region,25-49891,2.00
4989,Western Region,25-49892,2.00
4989,Western Region,25-49893,2.00
4989,Western Region,25-49894,2.00
4989,Western Region,25-49895,2.00
4989,Western Region,25-49896,2.00
739,Western Region,25-7391,2.00
739,Western Region,25-7392,2.00
739,Western Region,25-7393,2.00
739,Western Region,25-7394,2.00
739,Western Region,25-7395,2.00
739,Western Region,25-7396,2.00
740,Western Region,25-7401,2.00
740,Western Region,25-7402,2.00
740,Western Region,25-7403,2.00
740,Western Region,25-7404,2.00
740,Western Region,25-7405,2.00
740,Western Region,25-7406,2.00
741,Western Region,25-7411,2.00
741,Western Region,25-7412,2.00
741,Western Region,25-7413,2.00
741,Western Region,25-7414,2.00
741,Western Region,25-7415,2.00
741,Western Region,25-7416,2.00
770,Western Region,25-7701,2.00
770,Western Region,25-7702,2.00
770,Western Region,25-7703,2.00
770,Western Region,25-7704,2.00
770,Western Region,25-7705,2.00
770,Western Region,25-7706,2.00
871,Western Region,25-8711,2.00
871,Western Region,25-8712,2.00
871,Western Region,25-8713,2.00
871,Western Region,25-8714,2.00
871,Western Region,25-8715,2.00
871,Western Region,25-8716,2.00
873,Western Region,25-8731,2.00
873,Western Region,25-8732,2.00
873,Western Region,25-8733,2.00
873,Western Region,25-8734,2.00
873,Western Region,25-8735,2.00
873,Western Region,25-8736,2.00
1773,Western Region,26-17731,2.00
1773,Western Region,26-17732,2.00
1773,Western Region,26-17733,2.00
1773,Western Region,26-17734,2.00
1773,Western Region,26-17735,2.00
1773,Western Region,26-17736,2.00
1806,Western Region,26-18061,2.00
1806,Western Region,26-18062,2.00
1806,Western Region,26-18063,2.00
1806,Western Region,26-18064,2.00
1806,Western Region,26-18065,2.00
1806,Western Region,26-18066,2.00
1807,Western Region,26-18071,2.00
1807,Western Region,26-18072,2.00
1807,Western Region,26-18073,2.00
1807,Western Region,26-18074,2.00
1807,Western Region,26-18075,2.00
1807,Western Region,26-18076,2.00
2722,Western Region,26-27221,2.00
2722,Western Region,26-27222,2.00
2722,Western Region,26-27223,2.00
2722,Western Region,26-27224,2.00
2722,Western Region,26-27225,2.00
2722,Western Region,26-27226,2.00
2723,Western Region,26-27231,2.00
2723,Western Region,26-27232,2.00
2723,Western Region,26-27233,2.00
2723,Western Region,26-27234,2.00
2723,Western Region,26-27235,2.00
2723,Western Region,26-27236,2.00
2724,Western Region,26-27241,2.00
2724,Western Region,26-27242,2.00
2724,Western Region,26-27243,2.00
2724,Western Region,26-27244,2.00
2724,Western Region,26-27245,2.00
2724,Western Region,26-27246,2.00
2725,Western Region,26-27251,2.00
2725,Western Region,26-27252,2.00
2725,Western Region,26-27253,2.00
2725,Western Region,26-27254,2.00
2725,Western Region,26-27255,2.00
2725,Western Region,26-27256,2.00
2730,Western Region,26-27301,2.00
2730,Western Region,26-27302,2.00
2730,Western Region,26-27303,2.00
2730,Western Region,26-27304,2.00
2730,Western Region,26-27305,2.00
2730,Western Region,26-27306,2.00
2731,Western Region,26-27311,2.00
2731,Western Region,26-27312,2.00
2731,Western Region,26-27313,2.00
2731,Western Region,26-27314,2.00
2731,Western Region,26-27315,2.00
2731,Western Region,26-27316,2.00
2761,Western Region,26-27611,2.00
2761,Western Region,26-27612,2.00
2761,Western Region,26-27613,2.00
2761,Western Region,26-27614,2.00
2761,Western Region,26-27615,2.00
2761,Western Region,26-27616,2.00
2827,Western Region,26-28271,2.00
2827,Western Region,26-28272,2.00
2827,Western Region,26-28273,2.00
2827,Western Region,26-28274,2.00
2827,Western Region,26-28275,2.00
2827,Western Region,26-28276,2.00
2841,Western Region,26-28411,2.00
2841,Western Region,26-28412,2.00
2841,Western Region,26-28413,2.00
2851,Western Region,26-28511,2.00
2851,Western Region,26-28512,2.00
2851,Western Region,26-28513,2.00
3841,Western Region,26-38411,2.00
3841,Western Region,26-38412,2.00
3841,Western Region,26-38413,2.00
3841,Western Region,26-38414,2.00
3841,Western Region,26-38415,2.00
3841,Western Region,26-38416,2.00
3842,Western Region,26-38421,2.00
3842,Western Region,26-38422,2.00
3842,Western Region,26-38423,2.00
3842,Western Region,26-38424,2.00
3842,Western Region,26-38425,2.00
3842,Western Region,26-38426,2.00
3843,Western Region,26-38431,2.00
3843,Western Region,26-38432,2.00
3843,Western Region,26-38433,2.00
3843,Western Region,26-38434,2.00
3843,Western Region,26-38435,2.00
3843,Western Region,26-38436,2.00
3845,Western Region,26-38451,2.00
3845,Western Region,26-38452,2.00
3845,Western Region,26-38453,2.00
3847,Western Region,26-38471,2.00
3847,Western Region,26-38472,2.00
3847,Western Region,26-38473,2.00
3847,Western Region,26-38474,2.00
3847,Western Region,26-38475,2.00
3847,Western Region,26-38476,2.00
3848,Western Region,26-38481,2.00
3848,Western Region,26-38482,2.00
3848,Western Region,26-38483,2.00
3848,Western Region,26-38484,2.00
3848,Western Region,26-38485,2.00
3848,Western Region,26-38486,2.00
3863,Western Region,26-38631,2.00
3863,Western Region,26-38632,2.00
3863,Western Region,26-38633,2.00
3863,Western Region,26-38634,2.00
3863,Western Region,26-38635,2.00
3863,Western Region,26-38636,2.00
3891,Western Region,26-38911,2.00
3891,Western Region,26-38912,2.00
3891,Western Region,26-38913,2.00
3891,Western Region,26-38914,2.00
3891,Western Region,26-38915,2.00
3891,Western Region,26-38916,2.00
3895,Western Region,26-38951,2.00
3895,Western Region,26-38952,2.00
3895,Western Region,26-38953,2.00
3895,Western Region,26-38954,2.00
3895,Western Region,26-38955,2.00
3895,Western Region,26-38956,2.00
4883,Western Region,26-48831,2.00
4883,Western Region,26-48832,2.00
4883,Western Region,26-48833,2.00
4883,Western Region,26-48834,2.00
4883,Western Region,26-48835,2.00
4883,Western Region,26-48836,2.00
4901,Western Region,26-49014,2.00
6114,Western Region,26-61144,2.00
6227,Western Region,26-62271,2.00
6227,Western Region,26-62272,2.00
6227,Western Region,26-62273,2.00
6227,Western Region,26-62274,2.00
6227,Western Region,26-62275,2.00
6227,Western Region,26-62276,2.00
742,Western Region,26-7421,2.00
742,Western Region,26-7422,2.00
742,Western Region,26-7423,2.00
742,Western Region,26-7424,2.00
742,Western Region,26-7425,2.00
742,Western Region,26-7426,2.00
744,Western Region,26-7441,2.00
744,Western Region,26-7442,2.00
744,Western Region,26-7443,2.00
744,Western Region,26-7444,2.00
744,Western Region,26-7445,2.00
744,Western Region,26-7446,2.00
807,Western Region,26-8071,2.00
807,Western Region,26-8072,2.00
807,Western Region,26-8073,2.00
807,Western Region,26-8074,2.00
807,Western Region,26-8075,2.00
807,Western Region,26-8076,2.00
874,Western Region,26-8741,2.00
874,Western Region,26-8742,2.00
874,Western Region,26-8743,2.00
874,Western Region,26-8744,2.00
874,Western Region,26-8745,2.00
874,Western Region,26-8746,2.00
1705,Western Region,27-17051,2.00
1705,Western Region,27-17052,2.00
1705,Western Region,27-17053,2.00
1752,Western Region,27-17521,2.00
1752,Western Region,27-17522,2.00
1752,Western Region,27-17523,2.00
1752,Western Region,27-17524,2.00
1752,Western Region,27-17525,2.00
1752,Western Region,27-17526,2.00
1753,Western Region,27-17531,2.00
1753,Western Region,27-17532,2.00
1753,Western Region,27-17533,2.00
1753,Western Region,27-17534,2.00
1753,Western Region,27-17535,2.00
1753,Western Region,27-17536,2.00
1754,Western Region,27-17541,2.00
1754,Western Region,27-17542,2.00
1754,Western Region,27-17543,2.00
1754,Western Region,27-17544,2.00
1754,Western Region,27-17545,2.00
1754,Western Region,27-17546,2.00
1756,Western Region,27-17561,2.00
1756,Western Region,27-17562,2.00
1756,Western Region,27-17563,2.00
1756,Western Region,27-17564,2.00
1756,Western Region,27-17565,2.00
1756,Western Region,27-17566,2.00
1770,Western Region,27-17701,2.00
1770,Western Region,27-17702,2.00
1770,Western Region,27-17703,2.00
1770,Western Region,27-17704,2.00
1770,Western Region,27-17705,2.00
1770,Western Region,27-17706,2.00
1774,Western Region,27-17741,2.00
1774,Western Region,27-17742,2.00
1774,Western Region,27-17743,2.00
1774,Western Region,27-17744,2.00
1774,Western Region,27-17745,2.00
1775,Western Region,27-17751,2.00
1775,Western Region,27-17752,2.00
1775,Western Region,27-17753,2.00
1775,Western Region,27-17754,2.00
1775,Western Region,27-17755,2.00
1775,Western Region,27-17756,2.00
1778,Western Region,27-17781,2.00
1778,Western Region,27-17782,2.00
1778,Western Region,27-17783,2.00
1778,Western Region,27-17786,2.00
1786,Western Region,27-17861,2.00
1786,Western Region,27-17862,2.00
1786,Western Region,27-17863,2.00
1787,Western Region,27-17871,2.00
1787,Western Region,27-17872,2.00
1787,Western Region,27-17873,2.00
1787,Western Region,27-17874,2.00
1787,Western Region,27-17875,2.00
1787,Western Region,27-17876,2.00
1788,Western Region,27-17881,2.00
1788,Western Region,27-17882,2.00
1788,Western Region,27-17883,2.00
2717,Western Region,27-27171,2.00
2717,Western Region,27-27172,2.00
2717,Western Region,27-27173,2.00
2717,Western Region,27-27174,2.00
2717,Western Region,27-27175,2.00
2717,Western Region,27-27176,2.00
2719,Western Region,27-27191,2.00
2719,Western Region,27-27192,2.00
2719,Western Region,27-27193,2.00
2719,Western Region,27-27194,2.00
2719,Western Region,27-27195,2.00
2719,Western Region,27-27196,2.00
2837,Western Region,27-28371,2.00
2837,Western Region,27-28372,2.00
2837,Western Region,27-28373,2.00
2842,Western Region,27-28421,2.00
2842,Western Region,27-28422,2.00
2842,Western Region,27-28423,2.00
2842,Western Region,27-28424,2.00
2842,Western Region,27-28425,2.00
2842,Western Region,27-28426,2.00
2854,Western Region,27-28541,2.00
2854,Western Region,27-28542,2.00
2854,Western Region,27-28543,2.00
2855,Western Region,27-28551,2.00
2855,Western Region,27-28552,2.00
2855,Western Region,27-28553,2.00
2855,Western Region,27-28554,2.00
2855,Western Region,27-28555,2.00
2855,Western Region,27-28556,2.00
NULL,Western Region,27-28751,2.00
NULL,Western Region,27-28752,2.00
NULL,Western Region,27-28753,2.00
NULL,Western Region,27-28754,2.00
NULL,Western Region,27-28755,2.00
NULL,Western Region,27-28756,2.00
3793,Western Region,27-37931,2.00
3793,Western Region,27-37932,2.00
3793,Western Region,27-37933,2.00
3793,Western Region,27-37934,2.00
3793,Western Region,27-37935,2.00
3793,Western Region,27-37936,2.00
3798,Western Region,27-37981,2.00
3798,Western Region,27-37982,2.00
3798,Western Region,27-37983,2.00
3798,Western Region,27-37986,2.00
3879,Western Region,27-38791,2.00
3879,Western Region,27-38792,2.00
3879,Western Region,27-38793,2.00
3879,Western Region,27-38794,2.00
3879,Western Region,27-38795,2.00
3879,Western Region,27-38796,2.00
3981,Western Region,27-39811,2.00
3981,Western Region,27-39812,2.00
3981,Western Region,27-39813,2.00
3985,Western Region,27-39851,2.00
3985,Western Region,27-39852,2.00
3985,Western Region,27-39853,2.00
4772,Western Region,27-47721,2.00
4772,Western Region,27-47722,2.00
4772,Western Region,27-47723,2.00
4772,Western Region,27-47724,2.00
4772,Western Region,27-47726,2.00
4774,Western Region,27-47741,2.00
4774,Western Region,27-47742,2.00
4774,Western Region,27-47743,2.00
4774,Western Region,27-47744,2.00
4774,Western Region,27-47745,2.00
4774,Western Region,27-47746,2.00
4830,Western Region,27-48301,2.00
4830,Western Region,27-48302,2.00
4830,Western Region,27-48303,2.00
4884,Western Region,27-48841,2.00
4884,Western Region,27-48842,2.00
4884,Western Region,27-48843,2.00
4973,Western Region,27-49731,2.00
4973,Western Region,27-49732,2.00
4973,Western Region,27-49733,2.00
4973,Western Region,27-49734,2.00
4973,Western Region,27-49735,2.00
4973,Western Region,27-49736,2.00
4975,Western Region,27-49751,2.00
4975,Western Region,27-49752,2.00
4975,Western Region,27-49753,2.00
4976,Western Region,27-49761,2.00
4976,Western Region,27-49762,2.00
4976,Western Region,27-49763,2.00
4976,Western Region,27-49764,2.00
4976,Western Region,27-49765,2.00
4976,Western Region,27-49766,2.00
701,Western Region,27-7011,2.00
701,Western Region,27-7012,2.00
701,Western Region,27-7013,2.00
701,Western Region,27-7014,2.00
701,Western Region,27-7015,2.00
701,Western Region,27-7016,2.00
736,Western Region,27-7361,2.00
736,Western Region,27-7362,2.00
736,Western Region,27-7363,2.00
749,Western Region,27-7491,2.00
749,Western Region,27-7492,2.00
749,Western Region,27-7493,2.00
749,Western Region,27-7494,2.00
749,Western Region,27-7495,2.00
749,Western Region,27-7496,2.00
750,Western Region,27-7501,2.00
750,Western Region,27-7502,2.00
750,Western Region,27-7503,2.00
752,Western Region,27-7521,2.00
752,Western Region,27-7522,2.00
752,Western Region,27-7523,2.00
752,Western Region,27-7524,2.00
752,Western Region,27-7525,2.00
752,Western Region,27-7526,2.00
872,Western Region,27-8721,2.00
872,Western Region,27-8722,2.00
872,Western Region,27-8723,2.00
872,Western Region,27-8724,2.00
872,Western Region,27-8725,2.00
872,Western Region,27-8726,2.00
876,Western Region,27-8761,2.00
876,Western Region,27-8762,2.00
876,Western Region,27-8763,2.00
876,Western Region,27-8764,2.00
876,Western Region,27-8765,2.00
876,Western Region,27-8766,2.00
877,Western Region,27-8771,2.00
877,Western Region,27-8772,2.00
877,Western Region,27-8773,2.00
1750,Western Region,28-17501,2.00
1750,Western Region,28-17502,2.00
1750,Western Region,28-17503,2.00
1750,Western Region,28-17504,2.00
1750,Western Region,28-17505,2.00
1750,Western Region,28-17506,2.00
1764,Western Region,28-17641,2.00
1764,Western Region,28-17642,2.00
1764,Western Region,28-17643,2.00
1764,Western Region,28-17644,2.00
1764,Western Region,28-17645,2.00
1764,Western Region,28-17646,2.00
1771,Western Region,28-17711,2.00
1771,Western Region,28-17712,2.00
1771,Western Region,28-17713,2.00
1771,Western Region,28-17714,2.00
1771,Western Region,28-17715,2.00
1771,Western Region,28-17716,2.00
1805,Western Region,28-18051,2.00
1805,Western Region,28-18052,2.00
1805,Western Region,28-18053,2.00
1805,Western Region,28-18054,2.00
1805,Western Region,28-18055,2.00
1805,Western Region,28-18056,2.00
1808,Western Region,28-18081,2.00
1808,Western Region,28-18082,2.00
1808,Western Region,28-18083,2.00
1808,Western Region,28-18084,2.00
1808,Western Region,28-18085,2.00
1808,Western Region,28-18086,2.00
1810,Western Region,28-18101,2.00
